case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
70000404,803,1.8034,CA,B,Center City (Metro),West,Pacific,Owned,Separated,Retired,Six,Two,Two,None,One,Two,One,13, , , , ,9,6, , , ,4, , , , ,No,64, ,Technical school/other,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Big screen,in theater/at home,More at home,Quality of work,Won't watch, ,41253,Pepperoni,Yes,Yes,men/women,Women more romantic,quality/size,Quality
70000406,803,1.9055,OR,B,Center City County (Metro),West,Pacific,Owned,Married,Full-time,Five,Three,One,Two,Two,None,None,16,14, , , , , , , , , , , , , ,Yes,46, ,Some college,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Very conservative,Yes,None,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Conservative,30+,18-49,18-64,45-54,No degree,Under $50k,Under $100k,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too many,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",14325,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
70000407,803,1.8971,AK,C,Non-Metro,West,Pacific,Owned,Married,Full-time,Three,Two,One,One,None,One,None, , , , , ,Refused, , , , , , , , , ,Yes,34, ,High school graduate,Refused,White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Moderate,Yes,None,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Moderate,30+,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Married,Yes,White,None,Non-religious,No,More likely,Rarely,too few/too many,Don't know/no answer,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",12435,Don't eat pizza,No,No,men/women,Don't know/no answer,quality/size,Quality
70000409,803,3.2341,AK,C,Center City (Metro),West,Pacific,Rented,Married,Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,3, , , , ,Yes,27, ,Some college,Refused,White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Conservative,18-29,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",54213,Mushrooms,Yes,No,women/men,Women more romantic,quality/size,Quality
70000410,803,1.3479,ID,D,Non-Metro,West,Mountain,Rented,Married,Disabled/Handicapped,Six,Three,One,Two,None,Three,None, , , , , ,10,8,7, , , , , , , ,No,54, ,High school graduate,"$15,000 but less than $25,000",Native American/American Indian/Alaska Native,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,No,One,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,18-64,45-54,No degree,Under $50k,Under $100k,Married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Won't watch, ,13245,Mushrooms,Yes,Yes,women/men,Women more romantic,quality/size,Quality
70000411,803,1.7026,MN,A,Center City (Metro),North Central,West North Central,Owned,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,33, ,Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Male,Buddhist,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,18-49,18-64,18-34,College,$50k but under $100k,Under $100k,Not married,No,White,Other,Religious,No,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",42513,Sausage,Yes,No,men/women,Women more romantic,size/quality,Quality
70000412,803,.6465,CA,A,Non-Center City (Metro),West,Pacific,Owned,"Single, that is never married",Full-time,Four,Two,Two,None,One,One,None,15, , , , ,6, , , , , , , , , ,Yes,27, ,Less than high school graduate,"$50,000 but less than $75,000",Unspecified Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",2,United States, ,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,Yes,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too few/too many,Right amount,big/small,Big screen,in theater/at home,Same amount,Quality of work,Will watch,"No, won't eat pizza",14352,Pepperoni,No,No,women/men,Women more romantic,size/quality,Size
70000413,803,.6297,PA,A,Surburban (Metro),North East,Mid Atlantic,Owned,Married,Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,68, ,Graduated college,Refused,White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Very conservative,Yes,None,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Conservative,30+,50+,65+,65+,College,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,small/big,Big screen,at home/in theater,More at a theater,Quality of work,Won't watch, ,53241,Pepperoni,No,No,men/women,No difference,quality/size,Quality
70000414,803,.6167,MA,A,Surburban (Metro),North East,New England,Owned,Divorced,Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,60, ,Graduate school or more,Refused,White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,None,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,18-64,55-64,Post grad,Don't know/no answer,Don't know/no answer,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",51423,Sausage,No,No,women/men,Women more romantic,quality/size,Quality
70000415,803,1.892,TN,B,Center City (Metro),South,East South Central,Owned,"Single, that is never married",Full-time,Four,One,None,One,None,None,Three, , , , , , , , , , ,3,2,2, , ,No,24, ,High school graduate,"Less than $15,000",Black Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",32145,Pepperoni,No,No,men/women,Women more romantic,quality/size,Quality
70000416,803,.7402,NC,B,Center City (Metro),South,South Atlantic,Rented,Married,Full-time,Three,Two,One,One,One,None,None,17, , , , , , , , , , , , , , ,No,Refused,50-64,Graduate school or more,"$200,000 to under $250,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Moderate,Yes,Three,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Moderate,30+,50+,18-64,Don't know/no answer,Post grad,$100k+,$100k+,Married,No,White,Protestant,Religious,Yes,Less likely,Sometimes,too few/too many,Right amount,small/big,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",35241,Onions,Yes,Yes,men/women,Men more romantic,quality/size,Quality
70000417,803,1.0377,TX,C,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Temporarily unemployed,Four,Three,One,Two,One,None,None,17, , , , , , , , , , , , , , ,No,19, ,High school graduate,"Less than $50,000 (Unspecified)",Unspecified Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1,United States, ,Republicans,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Big screen,at home/in theater,More at home,Depends,Won't watch, ,42351,Mushrooms,Yes,No,women/men,Women more romantic,size/quality,Quality
70000420,803,.5245,MA,B,Surburban (Metro),North East,New England,Owned,"Single, living with a partner",Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,78, ,High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",13542,Don't know/no answer,Yes,No,women/men,Women more romantic,size/quality,Don't know/no answer
70000421,803,.8521,LA,C,Center City County (Metro),South,West South Central,Owned,Married,Retired,Eight or more,Four,Two,Two,Two,Two,None,12,15, , , ,10,8, , , , , , , , ,No,60, ,Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",2, , ,Democrats,Conservative,30+,50+,18-64,55-64,College,$50k but under $100k,Under $100k,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",15342,Pepperoni,Yes,Yes,men/women,Women more romantic,size/quality,Quality
70000422,803,1.3278,MA,A,Surburban (Metro),North East,New England,Owned,Separated,Full-time,Three,One,None,One,Two,None,None,17,15, , , , , , , , , , , , , ,Yes,50, ,Some college,"$40,000 but less than $50,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Female,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,30+,50+,18-64,45-54,No degree,Under $50k,Under $100k,Not married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",25143,Mushrooms,Yes,No,women/men,Women more romantic,size/quality,Quality
70000423,803,2.6217,IL,A,Center City (Metro),North Central,East North Central,Rented,Married,Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,Less than 1 year, , , , ,Yes,31, ,Graduated college,"$30,000 but less than $40,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,18-49,18-64,18-34,College,Under $50k,Under $100k,Married,Yes,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,12543,Pepperoni,Yes,No,men/women,Women more romantic,size/quality,Quality
70000424,803,.6522,TN,B,Surburban (Metro),South,East South Central,Owned,Divorced,Part-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,4, , , , ,No,57, ,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Female,Agnostic,Cell Phone sample, ,"No, no home telephone",2, , ,Independents,Moderate,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,52314,Onions,Yes,Yes,men/women,Women more romantic,quality/size,Quality
70000426,803,1.8427,PA,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,33, ,Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,18-49,18-64,18-34,College,$100k+,$100k+,Not married,No,White,None,Non-religious,No,Less likely,Sometimes,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Won't watch, ,23514,Pepperoni,Yes,Yes,women/men,No difference,quality/size,Quality
70000429,803,1.1669,OH,C,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,75, ,Graduated college,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Conservative,30+,50+,65+,65+,College,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,big/small,Big screen,at home/in theater,More at a theater,Quality of work,Will watch,"No, won't eat pizza",34215,Sausage,No,Yes,women/men,Women more romantic,size/quality,Quality
70000430,803,1.1068,GA,A,Surburban (Metro),South,South Atlantic,Rented,Divorced,Part-time,Two,Two,None,Two, , , , , , , , , , , , , , , , , , , ,52, ,Graduated college,"Less than $15,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,30+,50+,18-64,45-54,College,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Big screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,42153,Pepperoni,Yes,Yes,women/men,Women more romantic,size/quality,Quality
70000431,803,2.1069,FL,C,Center City (Metro),South,South Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,61, ,Graduate school or more,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Female,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,50+,18-64,55-64,Post grad,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too many,big/small,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",13542,Mushrooms,Yes,No,men/women,Women more romantic,size/quality,Quality
70000432,803,1.187,IL,A,Center City (Metro),North Central,East North Central,Rented,"Single, that is never married",Part-time,Four,Three,Two,One,One,None,None,16, , , , , , , , , , , , , , ,No,18, ,Some college,"$15,000 but less than $25,000",Asian/Chinese/Japanese,Male Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Big screen,at home/in theater,Same amount,Quality of work,Will watch,"No, won't eat pizza",53142,Pepperoni,Yes,No,men/women,No difference,quality/size,Quality
70000433,803,1.6121,NY,C,No Metro Status,North East,Mid Atlantic,Rented,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,34, ,Graduated college,"$100,000 and over (Unspecified)",Asian/Chinese/Japanese,Male Republican/Democrat,An Independent,d3 1-5 asked,Don't know,No,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",2, , ,Independents,Don't know/no answer,30+,18-49,18-64,18-34,College,$100k+,$100k+,Married,No,Other/Mixed,None,Non-religious,No,More likely,Sometimes,too many/too few,Right amount,big/small,Big screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,43215,Mushrooms,Don't know/no answer,No,men/women,No difference,size/quality,Quality
70000434,803,.436,FL,B,Center City (Metro),South,South Atlantic,Rented,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,76, ,Technical school/other,"$15,000 but less than $25,000",Native American/American Indian/Alaska Native,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",2, , ,Democrats,Moderate,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Never,too few/too many,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,45213,Pepperoni,No,No,women/men,Women more romantic,size/quality,Quality
70000435,803,.8516,NY,B,Center City (Metro),North East,Mid Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,71, ,High school graduate,"$30,000 but less than $40,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,54213,Sausage,Yes,Yes,men/women,Women more romantic,quality/size,Quality
70000436,803,1.4207,PA,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Temporarily unemployed,Five,Three,One,Two,One,None,One,17, , , , , , , , , ,1, , , , ,Yes,48, ,High school graduate,"Less than $15,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,Baptist,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Moderate,30+,18-49,18-64,45-54,No degree,Under $50k,Under $100k,Not married,Yes,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,21435,Mushrooms,No,Yes,women/men,Women more romantic,size/quality,Quality
70000437,803,.3025,PA,A,Center City (Metro),North East,Mid Atlantic,Owned,Divorced,Other not employed,Two,Two,None,Two, , , , , , , , , , , , , , , , , , , ,51, ,High school graduate,"$75,000 but less than $100,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,One,Female,Episcopalian or Anglican,Cell Phone sample, ,"Yes, has a home telephone",3, , ,Democrats,Liberal,30+,50+,18-64,45-54,No degree,$50k but under $100k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Big screen,at home/in theater,More at home,Prejudice played a role,Depends, ,32154,Sausage,Yes,Yes,men/women,Women more romantic,quality/size,Quality
70000440,803,1.8315,KS,B,Surburban (Metro),North Central,West North Central,Owned,"Single, that is never married",Full-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,41, ,Some college,Refused,White Non-Hispanic,Male Republican/Democrat,Refused,d3 5-1 asked,Refused,No,Cell phone household only,Male,Refused,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Don't know/no answer,30+,18-49,18-64,35-44,No degree,Don't know/no answer,Don't know/no answer,Not married,No,White,Don't know/no answer,Don't know/no answer,Don't know/no answer,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Big screen,at home/in theater,More at home,Don't know/no answer,Will watch,Don't know/no answer,45321,Mushrooms,Yes,Yes,men/women,Men more romantic,size/quality,Quality
70000442,803,1.2765,CT,A,No Metro Status,North East,New England,Owned,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,23, ,Some college,"$25,000 but less than $30,000",White Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Very conservative,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1,Another Country,23,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too few/too many,Right amount,big/small,Big screen,in theater/at home,Same amount,Quality of work,Won't watch, ,31452,Don't eat pizza,Yes,Yes,men/women,Women more romantic,quality/size,Quality
70000444,803,1.1725,PA,B,Center City (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Student,Four,Four,Three,One, , , , , , , , , , , , , , , , , , , ,20, ,Some college,"$100,000 to under $150,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,$100k+,$100k+,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",54231,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
70000445,803,1.8327,VA,D,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Six,Two,One,One,One,Three,None,12, , , , ,9,9,10, , , , , , , ,Yes,28, ,High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",23451,Pepperoni,Yes,No,men/women,Women more romantic,quality/size,Quality
70000447,803,.7739,PA,B,Center City County (Metro),North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,Three,Three,Two,One, , , , , , , , , , , , , , , , , , , ,21, ,High school graduate,Don't know,White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too few,big/small,Big screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",35214,Sausage,No,No,women/men,Women more romantic,size/quality,Quality
70000448,803,2.0121,TX,A,No Metro Status,South,West South Central,Rented,"Single, that is never married",Full-time,Four,Four,One,Three, , , , , , , , , , , , , , , , , , , ,40, ,High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Liberal,30+,18-49,18-64,35-44,No degree,$50k but under $100k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",31542,Pepperoni,Yes,Yes,men/women,Women more romantic,size/quality,Quality
70000449,803,1.9297,GA,C,Center City (Metro),South,South Atlantic,Rented,"Single, that is never married",Part-time,Two,Two,None,Two, , , , , , , , , , , , , , , , , , , ,22, ,High school graduate,"Less than $15,000",Black Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Black,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too few/too many,Right amount,small/big, Doesn't matter,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",34215,Mushrooms,Yes,Yes,men/women,Men more romantic,quality/size,Quality
70000450,803,.4984,NH,C,Non-Metro,North East,New England,Refused,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,57, ,High school graduate,"$250,000 or more",White Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Very conservative,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone",3,United States, ,Republicans,Conservative,30+,50+,18-64,55-64,No degree,$100k+,$100k+,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Big screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",12345,Sausage,Yes,No,men/women,Men more romantic,size/quality,Size
70000451,803,1.09,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,21, ,Graduated college,"$25,000 but less than $30,000",Asian/Chinese/Japanese,Male Republican/Democrat,Don't know,d3 1-5 asked,Don't know,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Don't know/no answer,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Not married,No,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",21534,Pepperoni,No,No,men/women,No difference,quality/size,Quality
70000452,803,.7933,MA,A,Center City County (Metro),North East,New England,Rented,"Single, that is never married",Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,70, ,Graduated college,"Less than $15,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Conservative,30+,50+,65+,65+,College,Under $50k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Don't know/no answer,small/big,Big screen,in theater/at home,More at home,Prejudice played a role,Won't watch, ,34125,Sausage,Yes,No,men/women,Women more romantic,quality/size,Size
